,Team_id,Regulation,Name,Item,Ability,Tera Type,HP Evs,Atk Evs,Def Evs,SpAtk Evs,SpDef Evs,Spe Evs,Nature,IVs,Move 1,Move 2,Move 3,Move 4
487,37.0,Regulation Set B,Summer (Gholdengo),Life Orb,Good as Gold,Steel,164.0,0.0,4.0,76.0,12.0,252.0,Timid,0 Atk,Make It Rain,Shadow Ball,Nasty Plot,Protect
488,37.0,Regulation Set B,Pl00ch (Iron Hands),Assault Vest,Quark Drive,Grass,140.0,76.0,4.0,0.0,244.0,44.0,Adamant,None,Fake Out,Drain Punch,Wild Charge,Volt Switch
489,37.0,Regulation Set B,Mermis (Amoonguss),Sitrus Berry,Regenerator,Dark,244.0,0.0,108.0,0.0,156.0,0.0,Calm,0 Atk / 0 Spe,Pollen Puff,Rage Powder,Spore,Protect
490,37.0,Regulation Set B,Sandy (Dragonite),Lum Berry,Multiscale,Flying,180.0,252.0,4.0,0.0,12.0,60.0,Adamant,None,Extreme Speed,Tera Blast,Ice Spinner,Protect
491,37.0,Regulation Set B,Emforbes (Pelipper),Focus Sash,Drizzle,Flying,4.0,0.0,0.0,252.0,0.0,252.0,Modest,0 Atk,Hydro Pump,Hurricane,Tailwind,Protect
492,38.0,Regulation Set B,Gholdengo,Covert Cloak,Good as Gold,Water,164.0,0.0,4.0,28.0,60.0,252.0,Timid,0 Atk,Protect,Nasty Plot,Make It Rain,Shadow Ball
493,38.0,Regulation Set B,Iron Bundle,Booster Energy,Quark Drive,Ghost,4.0,0.0,0.0,252.0,0.0,252.0,Timid,0 Atk,Protect,Hydro Pump,Freeze-Dry,Icy Wind
494,38.0,Regulation Set B,Mimikyu,Life Orb,Disguise,Ghost,68.0,252.0,0.0,0.0,0.0,188.0,Adamant,None,Protect,Shadow Claw,Shadow Sneak,Play Rough
495,38.0,Regulation Set B,Tauros-Paldea-Blaze,Mirror Herb,Intimidate,Water,244.0,76.0,4.0,0.0,4.0,180.0,Jolly,None,Protect,Close Combat,Flare Blitz,Will-O-Wisp
496,38.0,Regulation Set B,Maushold,Safety Goggles,Friend Guard,Ghost,252.0,4.0,4.0,0.0,140.0,108.0,Jolly,0 Atk,Protect,Follow Me,Baby-Doll Eyes,Super Fang
497,38.0,Regulation Set B,Dragonite,Assault Vest,Inner Focus,Flying,228.0,252.0,0.0,0.0,0.0,28.0,Adamant,None,Extreme Speed,Tera Blast,Ice Spinner,Low Kick
498,40.0,Regulation Set B,Dondozo,Chesto Berry,Unaware,Steel,4.0,124.0,4.0,0.0,140.0,236.0,Adamant,None,Protect,Wave Crash,Earthquake,Rest
499,40.0,Regulation Set B,Tatsugiri-Stretchy,Choice Scarf,Commander,Water,4.0,0.0,0.0,252.0,0.0,252.0,Timid,0 Atk,Muddy Water,Icy Wind,Sleep Talk,Draco Meteor
500,40.0,Regulation Set B,Dragonite,Assault Vest,Multiscale,Flying,196.0,236.0,4.0,0.0,4.0,68.0,Adamant,None,Tera Blast,Outrage,Ice Spinner,Extreme Speed
501,40.0,Regulation Set B,Arcanine,Safety Goggles,Intimidate,Normal,252.0,252.0,4.0,0.0,0.0,0.0,Adamant,None,Flare Blitz,Extreme Speed,Close Combat,Protect
502,40.0,Regulation Set B,Iron Moth,Booster Energy,Quark Drive,Ghost,252.0,0.0,44.0,4.0,60.0,148.0,Timid,0 Atk,Toxic Spikes,Acid Spray,Overheat,Protect
503,40.0,Regulation Set B,Flutter Mane,Life Orb,Protosynthesis,Water,228.0,0.0,108.0,116.0,4.0,52.0,Modest,0 Atk,Taunt,Moonblast,Shadow Ball,Protect
504,41.0,Regulation Set B,Arcanine,Air Balloon,Intimidate,Grass,252.0,44.0,52.0,0.0,156.0,4.0,Careful,None,Flare Blitz,Extreme Speed,Will-O-Wisp,Protect
505,41.0,Regulation Set B,Bellibolt,Assault Vest,Electromorphosis,Water,236.0,4.0,100.0,132.0,36.0,0.0,Quiet,None,Parabolic Charge,Muddy Water,Thunderbolt,Sucker Punch
506,41.0,Regulation Set B,Flutter Mane,Choice Specs,Protosynthesis,Fairy,4.0,0.0,156.0,92.0,4.0,252.0,Timid,0 Atk,Dazzling Gleam,Power Gem,Moonblast,Shadow Ball
507,41.0,Regulation Set B,Torkoal,Sitrus Berry,Drought,Flying,252.0,0.0,0.0,4.0,252.0,0.0,Calm,0 Atk,Overheat,Yawn,Helping Hand,Clear Smog
508,41.0,Regulation Set B,Roaring Moon,Clear Amulet,Protosynthesis,Fire,4.0,172.0,124.0,0.0,4.0,204.0,Jolly,None,Tera Blast,Breaking Swipe,Throat Chop,Protect
509,41.0,Regulation Set B,Great Tusk,Focus Sash,Protosynthesis,Grass,4.0,252.0,0.0,0.0,0.0,252.0,Jolly,None,Headlong Rush,Close Combat,Stone Edge,Taunt
510,43.0,Regulation Set B,Arcanine (M),Passho Berry,Intimidate,Grass,244.0,4.0,4.0,0.0,36.0,220.0,Jolly,None,Flare Blitz,Snarl,Will-O-Wisp,Protect
511,43.0,Regulation Set B,Iron Hands,Assault Vest,Quark Drive,Grass,0.0,252.0,0.0,0.0,252.0,4.0,Adamant,None,Fake Out,Drain Punch,Wild Charge,Volt Switch
512,43.0,Regulation Set B,Gholdengo,Life Orb,Good as Gold,Water,4.0,0.0,0.0,252.0,0.0,252.0,Timid,0 Atk,Make It Rain,Shadow Ball,Nasty Plot,Protect
513,43.0,Regulation Set B,Iron Bundle,Focus Sash,Quark Drive,Ghost,4.0,0.0,0.0,252.0,0.0,252.0,Timid,0 Atk,Freeze-Dry,Hydro Pump,Encore,Protect
514,43.0,Regulation Set B,Roaring Moon,Booster Energy,Protosynthesis,Flying,28.0,220.0,4.0,0.0,4.0,252.0,Jolly,None,Acrobatics,Throat Chop,Tailwind,Protect
515,43.0,Regulation Set B,Amoonguss (M),Covert Cloak,Regenerator,Water,252.0,0.0,156.0,0.0,100.0,0.0,Relaxed,0 Atk / 0 Spe,Spore,Rage Powder,Pollen Puff,Protect
516,44.0,Regulation Set B,Dondozo,Leftovers,Unaware,Steel,4.0,252.0,4.0,0.0,68.0,180.0,Adamant,None,Wave Crash,Earthquake,Substitute,Protect
517,44.0,Regulation Set B,Tatsugiri-Stretchy (Tatsugiri),Choice Scarf,Commander,Water,4.0,0.0,0.0,252.0,0.0,252.0,Timid,0 Atk,Draco Meteor,Muddy Water,Icy Wind,Sleep Talk
518,44.0,Regulation Set B,Flutter Mane,Focus Sash,Protosynthesis,Fairy,4.0,0.0,0.0,252.0,0.0,252.0,Timid,0 Atk,Moonblast,Shadow Ball,Protect,Dazzling Gleam
519,44.0,Regulation Set B,Iron Bundle,Booster Energy,Quark Drive,Water,4.0,0.0,0.0,252.0,0.0,252.0,Timid,0 Atk,Hydro Pump,Freeze-Dry,Encore,Protect
520,44.0,Regulation Set B,Arcanine,Sitrus Berry,Intimidate,Grass,52.0,252.0,4.0,0.0,4.0,196.0,Jolly,None,Flare Blitz,Protect,Will-O-Wisp,Extreme Speed
521,44.0,Regulation Set B,Tyranitar,Assault Vest,Sand Stream,Grass,252.0,252.0,4.0,0.0,0.0,0.0,Adamant,None,Rock Slide,Crunch,Heavy Slam,Stomping Tantrum
522,45.0,Regulation Set B,Talonflame,Covert Cloak,Gale Wings,Ghost,132.0,76.0,44.0,0.0,4.0,252.0,Jolly,None,Brave Bird,Will-O-Wisp,Taunt,Tailwind
523,45.0,Regulation Set B,Gholdengo,Choice Specs,Good as Gold,Steel,244.0,0.0,76.0,140.0,28.0,20.0,Modest,0 Atk,Make It Rain,Shadow Ball,Thunderbolt,Power Gem
524,45.0,Regulation Set B,Tatsugiri,Choice Scarf,Commander,Water,20.0,0.0,60.0,172.0,4.0,252.0,Timid,0 Atk,Muddy Water,Draco Meteor,Icy Wind,Sleep Talk
525,45.0,Regulation Set B,Dondozo,Leftovers,Unaware,Steel,0.0,60.0,0.0,0.0,244.0,204.0,Adamant,None,Earthquake,Order Up,Substitute,Protect
526,45.0,Regulation Set B,Arcanine,Safety Goggles,Intimidate,Dark,244.0,36.0,4.0,0.0,4.0,220.0,Jolly,None,Flare Blitz,Will-O-Wisp,Snarl,Protect
527,45.0,Regulation Set B,Pawmot,Focus Sash,Natural Cure,Electric,4.0,252.0,0.0,0.0,0.0,252.0,Jolly,0 SpA,Double Shock,Close Combat,Revival Blessing,Fake Out
528,46.0,Regulation Set B,Grimmsnarl,Light Clay,Prankster,Ghost,252.0,4.0,132.0,0.0,116.0,4.0,Careful,None,Spirit Break,Light Screen,Reflect,Misty Terrain
529,46.0,Regulation Set B,Arcanine,Assault Vest,Intimidate,Fire,220.0,156.0,12.0,0.0,28.0,92.0,Adamant,None,Flare Blitz,Snarl,Extreme Speed,Psychic Fangs
530,46.0,Regulation Set B,Iron Hands,Sitrus Berry,Quark Drive,Grass,84.0,140.0,20.0,0.0,220.0,44.0,Adamant,None,Drain Punch,Wild Charge,Swords Dance,Protect
531,46.0,Regulation Set B,Gastrodon,Covert Cloak,Storm Drain,Fire,180.0,0.0,116.0,140.0,68.0,4.0,Quiet,0 Atk / 0 Spe,Earth Power,Muddy Water,Recover,Protect
532,46.0,Regulation Set B,Flutter Mane,Booster Energy,Protosynthesis,Rock,236.0,0.0,116.0,60.0,44.0,52.0,Modest,0 Atk,Protect,Moonblast,Shadow Ball,Power Gem
533,46.0,Regulation Set B,Talonflame,Sharp Beak,Gale Wings,Ghost,4.0,196.0,4.0,0.0,0.0,252.0,Jolly,None,Brave Bird,Tailwind,Taunt,
534,47.0,Regulation Set B,Gholdengo,Choice Specs,Good as Gold,Steel,244.0,0.0,180.0,52.0,28.0,4.0,Modest,0 Atk,Power Gem,Thunderbolt,Shadow Ball,Make It Rain
535,47.0,Regulation Set B,Meowscarada,Focus Sash,Overgrow,Grass,0.0,252.0,4.0,0.0,0.0,252.0,Adamant,None,Flower Trick,Protect,Knock Off,Sucker Punch
536,47.0,Regulation Set B,Ceruledge,Assault Vest,Flash Fire,Grass,252.0,244.0,4.0,0.0,4.0,4.0,Adamant,None,Bitter Blade,Shadow Sneak,Tera Blast,Clear Smog
537,47.0,Regulation Set B,Dragapult,Life Orb,Clear Body,Dragon,36.0,252.0,4.0,0.0,4.0,212.0,Jolly,None,Phantom Force,Protect,Will-O-Wisp,Dragon Dance
538,47.0,Regulation Set B,Iron Bundle,Booster Energy,Quark Drive,Ghost,0.0,0.0,4.0,252.0,0.0,252.0,Timid,0 Atk,Freeze-Dry,Chilling Water,Protect,Icy Wind
539,47.0,Regulation Set B,Grimmsnarl,Light Clay,Prankster,Ghost,244.0,4.0,84.0,0.0,116.0,60.0,Careful,None,Reflect,Light Screen,Spirit Break,Fake Out
540,48.0,Regulation Set B,Mermaid Man (Dondozo),Leftovers,Unaware,Steel,4.0,172.0,4.0,0.0,100.0,228.0,Adamant,None,Earthquake,Substitute,Order Up,Protect
541,48.0,Regulation Set B,Barnacle Boy (Tatsugiri),Focus Sash,Commander,Dragon,4.0,0.0,0.0,252.0,0.0,252.0,Modest,0 Atk,Draco Meteor,Muddy Water,Protect,Taunt
542,48.0,Regulation Set B,Bubble Bass (Iron Hands),Assault Vest,Quark Drive,Grass,92.0,172.0,36.0,0.0,204.0,0.0,Adamant,0 Spe,Fake Out,Volt Switch,Drain Punch,Wild Charge
543,48.0,Regulation Set B,Man Ray (Armarouge),Safety Goggles,Flash Fire,Dark,252.0,0.0,4.0,252.0,0.0,0.0,Quiet,0 Atk / 6 Spe,Trick Room,Expanding Force,Armor Cannon,Protect
544,48.0,Regulation Set B,Mindy (Indeedee-F),Psychic Seed,Psychic Surge,Fairy,252.0,0.0,252.0,0.0,4.0,0.0,Bold,0 Atk,Psychic,Follow Me,Helping Hand,Trick Room
545,48.0,Regulation Set B,Kevin (Brute Bonnet),Loaded Dice,Protosynthesis,Fairy,252.0,132.0,108.0,0.0,4.0,12.0,Adamant,None,Protect,Spore,Bullet Seed,Crunch
546,49.0,Regulation Set B,Flutter Mane,Focus Sash,Protosynthesis,Ghost,4.0,0.0,0.0,252.0,0.0,252.0,Timid,0 Atk,Moonblast,Shadow Ball,Perish Song,Protect
547,49.0,Regulation Set B,Amoonguss,Sitrus Berry,Regenerator,Water,244.0,0.0,188.0,0.0,76.0,0.0,Calm,0 Atk,Spore,Rage Powder,Pollen Puff,Protect
548,49.0,Regulation Set B,Arcanine,Safety Goggles,Intimidate,Dark,244.0,4.0,4.0,0.0,4.0,252.0,Jolly,None,Flare Blitz,Snarl,Extreme Speed,Will-O-Wisp
549,49.0,Regulation Set B,Iron Hands,Clear Amulet,Quark Drive,Fire,36.0,156.0,4.0,0.0,252.0,60.0,Adamant,None,Drain Punch,Fire Punch,Swords Dance,Protect
550,49.0,Regulation Set B,Gothitelle,Leftovers,Shadow Tag,Steel,252.0,0.0,252.0,0.0,4.0,0.0,Calm,None,Psychic,Taunt,Fake Out,Protect
551,49.0,Regulation Set B,Iron Bundle,Booster Energy,Quark Drive,Water,0.0,0.0,0.0,252.0,4.0,252.0,Timid,0 Atk,Hydro Pump,Freeze-Dry,Icy Wind,Protect
552,50.0,Regulation Set B,Robot Rock (Iron Hands),Assault Vest,Quark Drive,Grass,156.0,84.0,12.0,4.0,252.0,0.0,Brave,0 Spe,Wild Charge,Close Combat,Volt Switch,Fake Out
553,50.0,Regulation Set B,Rockstar Made (Brute Bonnet),Sitrus Berry,Protosynthesis,Fairy,172.0,100.0,4.0,0.0,228.0,4.0,Adamant,None,Spore,Seed Bomb,Crunch,Protect
554,50.0,Regulation Set B,I Am A Rock (Stonjourner),Focus Sash,Power Spot,Rock,4.0,252.0,0.0,0.0,0.0,252.0,Adamant,None,Rock Slide,Low Kick,Wide Guard,Protect
555,50.0,Regulation Set B,Rock Parade (Flutter Mane),Life Orb,Protosynthesis,Fairy,4.0,0.0,0.0,252.0,0.0,252.0,Timid,0 Atk,Shadow Ball,Dazzling Gleam,Taunt,Protect
556,50.0,Regulation Set B,Afro Rock (Armarouge),Covert Cloak,Flash Fire,Grass,252.0,0.0,0.0,252.0,4.0,0.0,Quiet,0 Atk / 0 Spe,Expanding Force,Armor Cannon,Trick Room,Protect
557,50.0,Regulation Set B,Za Rokku (Indeedee-F),Psychic Seed,Psychic Surge,Fairy,252.0,0.0,252.0,0.0,4.0,0.0,Bold,0 Atk,Psychic,Follow Me,Trick Room,Helping Hand
558,51.0,Regulation Set B,forever (Maushold-Four),Safety Goggles,Friend Guard,Ghost,236.0,0.0,0.0,0.0,140.0,132.0,Jolly,0 Atk,Super Fang,Follow Me,Baby-Doll Eyes,Protect
559,51.0,Regulation Set B,pink diamond (Gholdengo),Covert Cloak,Good as Gold,Steel,164.0,0.0,4.0,28.0,60.0,252.0,Timid,0 Atk,Make It Rain,Shadow Ball,Nasty Plot,Protect
560,51.0,Regulation Set B,visions (Iron Bundle),Booster Energy,Quark Drive,Ghost,0.0,0.0,0.0,252.0,4.0,252.0,Timid,0 Atk,Hydro Pump,Freeze-Dry,Icy Wind,Protect
561,51.0,Regulation Set B,claws (Dragonite),Assault Vest,Inner Focus,Flying,180.0,252.0,4.0,0.0,12.0,60.0,Adamant,None,Dragon Claw,Tera Blast,Extreme Speed,Ice Spinner
562,51.0,Regulation Set B,detonate (Great Tusk),Focus Sash,Protosynthesis,Ground,4.0,252.0,0.0,0.0,0.0,252.0,Jolly,None,Headlong Rush,Close Combat,Earthquake,Protect
563,51.0,Regulation Set B,anthems (Volcarona),Leftovers,Flame Body,Water,252.0,0.0,36.0,52.0,4.0,164.0,Timid,0 Atk,Heat Wave,Bug Buzz,Quiver Dance,Protect
564,52.0,Regulation Set B,Dory (Tatsugiri) (F),Choice Scarf,Commander,Dragon,0.0,0.0,0.0,236.0,20.0,252.0,Timid,None,Muddy Water,Draco Meteor,Icy Wind,Sleep Talk
565,52.0,Regulation Set B,BOM DIA (Dondozo) (F),Leftovers,Unaware,Steel,116.0,156.0,0.0,0.0,0.0,236.0,Adamant,None,Wave Crash,Order Up,Substitute,Protect
566,52.0,Regulation Set B,Hortensia (Volcarona) (F),Focus Sash,Flame Body,Water,0.0,0.0,4.0,252.0,0.0,252.0,Timid,None,Overheat,Struggle Bug,Rage Powder,Tailwind
567,52.0,Regulation Set B,Dawnspear (Annihilape) (M),Lum Berry,Defiant,Fire,124.0,44.0,12.0,0.0,108.0,220.0,Adamant,None,Rage Fist,Drain Punch,Bulk Up,Protect
568,52.0,Regulation Set B,1899 (Flutter Mane),Life Orb,Protosynthesis,Fairy,0.0,0.0,0.0,244.0,12.0,252.0,Timid,None,Moonblast,Shadow Ball,Dazzling Gleam,Protect
569,52.0,Regulation Set B,Jee mains (Maushold),Safety Goggles,Friend Guard,Ghost,252.0,4.0,44.0,0.0,140.0,68.0,Jolly,None,Beat Up,Follow Me,Super Fang,Protect
570,53.0,Regulation Set B,Tatsugiri,Choice Scarf,Commander,Fire,4.0,0.0,44.0,204.0,4.0,252.0,Timid,0 Atk,Icy Wind,Draco Meteor,Dragon Pulse,Muddy Water
571,53.0,Regulation Set B,Dondozo,Leftovers,Unaware,Steel,20.0,84.0,4.0,0.0,196.0,204.0,Adamant,None,Substitute,Order Up,Protect,Wave Crash
572,53.0,Regulation Set B,Volcarona,Sitrus Berry,Flame Body,Water,228.0,0.0,140.0,36.0,100.0,4.0,Modest,0 Atk,Overheat,Struggle Bug,Rage Powder,Protect
573,53.0,Regulation Set B,Flutter Mane,Focus Sash,Protosynthesis,Fairy,4.0,0.0,0.0,252.0,0.0,252.0,Timid,0 Atk,Shadow Ball,Taunt,Moonblast,Protect
574,53.0,Regulation Set B,Kingambit,Assault Vest,Defiant,Fairy,204.0,196.0,4.0,0.0,52.0,52.0,Adamant,None,Kowtow Cleave,Iron Head,Sucker Punch,Tera Blast
575,53.0,Regulation Set B,Brute Bonnet,Loaded Dice,Protosynthesis,Poison,252.0,100.0,36.0,0.0,116.0,4.0,Adamant,None,Sucker Punch,Bullet Seed,Spore,Protect
576,54.0,Regulation Set B,Petunia (Iron Hands),Assault Vest,Quark Drive,Grass,108.0,236.0,4.0,4.0,156.0,0.0,Brave,None,Wild Charge,Drain Punch,Volt Switch,Fake Out
577,54.0,Regulation Set B,Gort (Sandy Shocks),Booster Energy,Protosynthesis,Grass,52.0,0.0,0.0,204.0,0.0,252.0,Timid,0 Atk,Protect,Thunderbolt,Earth Power,Gravity
578,54.0,Regulation Set B,Queen (Flutter Mane),Life Orb,Protosynthesis,Fairy,0.0,0.0,4.0,252.0,0.0,252.0,Timid,0 Atk,Protect,Shadow Ball,Dazzling Gleam,Substitute
579,54.0,Regulation Set B,Kevin (Espathra),Focus Sash,Speed Boost,Ghost,4.0,0.0,0.0,252.0,0.0,252.0,Timid,None,Protect,Lumina Crash,Pounce,Hypnosis
580,54.0,Regulation Set B,Big Ounce (Amoonguss),Sitrus Berry,Regenerator,Dark,236.0,0.0,116.0,0.0,156.0,0.0,Sassy,0 Atk / 0 Spe,Protect,Rage Powder,Spore,Pollen Puff
581,54.0,Regulation Set B,Pobbers (Arcanine),Aguav Berry,Intimidate,Grass,244.0,52.0,0.0,0.0,212.0,0.0,Careful,None,Protect,Flare Blitz,Snarl,Will-O-Wisp
582,55.0,Regulation Set B,Armarouge,Safety Goggles,Flash Fire,Grass,252.0,0.0,92.0,116.0,44.0,4.0,Modest,0 Atk,Expanding Force,Trick Room,Wide Guard,Armor Cannon
583,55.0,Regulation Set B,Indeedee-F,Psychic Seed,Psychic Surge,Fairy,252.0,0.0,252.0,0.0,4.0,0.0,Bold,7 Atk,Follow Me,Trick Room,Dazzling Gleam,Protect
584,55.0,Regulation Set B,Annihilape,Leftovers,Defiant,Fire,252.0,116.0,0.0,0.0,140.0,0.0,Adamant,None,Protect,Bulk Up,Rage Fist,Drain Punch
585,55.0,Regulation Set B,Torkoal,Charcoal,Drought,Fire,252.0,0.0,4.0,252.0,0.0,0.0,Quiet,0 Atk / 0 Spe,Eruption,Flamethrower,Earth Power,Clear Smog
586,55.0,Regulation Set B,Roaring Moon,Booster Energy,Protosynthesis,Flying,4.0,220.0,28.0,0.0,4.0,252.0,Jolly,None,Protect,Acrobatics,Throat Chop,Dragon Dance
587,55.0,Regulation Set B,Hatterene,Life Orb,Magic Bounce,Water,252.0,0.0,0.0,252.0,4.0,0.0,Quiet,0 Atk / 0 Spe,Dazzling Gleam,Substitute,Psychic,Trick Room
588,56.0,Regulation Set B,Amoonguss,Sitrus Berry,Regenerator,Water,236.0,0.0,116.0,0.0,156.0,0.0,Sassy,0 Atk / 27 Spe,Pollen Puff,Rage Powder,Spore,Leaf Storm
589,56.0,Regulation Set B,Roaring Moon,Booster Energy,Protosynthesis,Flying,4.0,212.0,36.0,0.0,4.0,252.0,Jolly,None,Acrobatics,Throat Chop,Tailwind,Protect
590,56.0,Regulation Set B,Gholdengo,Life Orb,Good as Gold,Steel,132.0,0.0,4.0,132.0,20.0,220.0,Modest,0 Atk,Make It Rain,Shadow Ball,Nasty Plot,Protect
591,56.0,Regulation Set B,Palafin,Mystic Water,Zero to Hero,Water,188.0,236.0,4.0,0.0,4.0,76.0,Adamant,None,Jet Punch,Wave Crash,Haze,Protect
592,56.0,Regulation Set B,Arcanine,Safety Goggles,Intimidate,Dark,116.0,156.0,12.0,0.0,4.0,220.0,Jolly,None,Flare Blitz,Snarl,Will-O-Wisp,Protect
593,56.0,Regulation Set B,Iron Hands,Assault Vest,Quark Drive,Grass,36.0,156.0,12.0,0.0,188.0,116.0,Adamant,None,Drain Punch,Wild Charge,Fake Out,Volt Switch
594,57.0,Regulation Set B,Alisnarl (Grimmsnarl),Light Clay,Prankster,Ghost,252.0,4.0,132.0,0.0,116.0,4.0,Careful,None,Spirit Break,Reflect,Light Screen,Misty Terrain
595,57.0,Regulation Set B,Draxcanine (Arcanine),Mirror Herb,Intimidate,Water,220.0,76.0,12.0,0.0,28.0,172.0,Adamant,None,Flare Blitz,Snarl,Extreme Speed,Tera Blast
596,57.0,Regulation Set B,Apollos (Iron Hands),Sitrus Berry,Quark Drive,Grass,84.0,76.0,52.0,0.0,252.0,44.0,Adamant,0 SpA,Drain Punch,Wild Charge,Swords Dance,Protect
597,57.0,Regulation Set B,Perthquake (Gastrodon),Covert Cloak,Storm Drain,Fire,180.0,0.0,116.0,140.0,68.0,4.0,Modest,0 Atk,Muddy Water,Earth Power,Recover,Protect
598,57.0,Regulation Set B,Dragonite,Assault Vest,Multiscale,Flying,204.0,148.0,52.0,0.0,76.0,28.0,Adamant,None,Tera Blast,Extreme Speed,Stomping Tantrum,Ice Spinner
599,57.0,Regulation Set B,Talonflame,Mago Berry,Gale Wings,Ghost,92.0,12.0,92.0,0.0,172.0,140.0,Jolly,29 SpA,Acrobatics,Tailwind,Taunt,Will-O-Wisp
600,58.0,Regulation Set B,Psyed Chick (Armarouge),Twisted Spoon,Flash Fire,Grass,244.0,0.0,4.0,252.0,4.0,4.0,Modest,9 Atk,Expanding Force,Armor Cannon,Trick Room,Protect
601,58.0,Regulation Set B,EXTRA THICC (Indeedee-F),Psychic Seed,Psychic Surge,Fairy,252.0,0.0,252.0,0.0,4.0,0.0,Bold,0 Atk,Follow Me,Dazzling Gleam,Helping Hand,Trick Room
602,58.0,Regulation Set B,Moonveil (Roaring Moon),Booster Energy,Protosynthesis,Flying,4.0,252.0,0.0,0.0,0.0,252.0,Jolly,7 SpA,Acrobatics,Throat Chop,Breaking Swipe,Protect
603,58.0,Regulation Set B,Chrismagius (Flutter Mane),Focus Sash,Protosynthesis,Fairy,0.0,0.0,4.0,252.0,0.0,252.0,Timid,17 Atk,Moonblast,Shadow Ball,Dazzling Gleam,Protect
604,58.0,Regulation Set B,Catch Deez (Iron Hands),Assault Vest,Quark Drive,Steel,0.0,204.0,52.0,0.0,252.0,0.0,Brave,None,Fake Out,Drain Punch,Wild Charge,Volt Switch
605,58.0,Regulation Set B,FunGuySis (Amoonguss),Sitrus Berry,Regenerator,Water,236.0,0.0,196.0,0.0,76.0,0.0,Relaxed,15 Atk,Rage Powder,Spore,Pollen Puff,Clear Smog
606,61.0,Regulation Set B,Flutter Mane,Life Orb,Protosynthesis,Fire,4.0,0.0,0.0,252.0,0.0,252.0,Timid,20 Atk,Shadow Ball,Dazzling Gleam,Trick Room,Imprison
607,61.0,Regulation Set B,Iron Hands,Assault Vest,Quark Drive,Grass,252.0,252.0,4.0,0.0,0.0,0.0,Adamant,27 SpA,Fake Out,Heavy Slam,Wild Charge,Drain Punch
608,61.0,Regulation Set B,Talonflame,Covert Cloak,Gale Wings,Ghost,4.0,252.0,0.0,0.0,0.0,252.0,Adamant,None,Tailwind,Taunt,Will-O-Wisp,Flare Blitz
609,61.0,Regulation Set B,Iron Bundle,Booster Energy,Quark Drive,Ghost,4.0,0.0,0.0,252.0,0.0,252.0,Timid,0 Atk,Icy Wind,Freeze-Dry,Hydro Pump,Protect
610,61.0,Regulation Set B,Garganacl,Leftovers,Purifying Salt,Ghost,252.0,0.0,44.0,0.0,212.0,0.0,Careful,1 SpA,Salt Cure,Recover,Wide Guard,Protect
611,61.0,Regulation Set B,Great Tusk,Focus Sash,Protosynthesis,Ground,4.0,252.0,0.0,0.0,0.0,252.0,Jolly,None,Earthquake,Close Combat,Headlong Rush,Protect
612,63.0,Regulation Set B,Annihilape (M),Choice Scarf,Defiant,Grass,172.0,116.0,0.0,0.0,0.0,220.0,Adamant,None,Close Combat,Shadow Claw,U-turn,Final Gambit
613,63.0,Regulation Set B,Indeedee-F,Psychic Seed,Psychic Surge,Fairy,252.0,0.0,252.0,0.0,4.0,0.0,Relaxed,0 Atk / 0 Spe,Follow Me,Helping Hand,Dazzling Gleam,Trick Room
614,63.0,Regulation Set B,Armarouge,Twisted Spoon,Flash Fire,Grass,252.0,0.0,0.0,252.0,4.0,0.0,Quiet,0 Atk / 0 Spe,Expanding Force,Heat Wave,Psychic,Trick Room
615,63.0,Regulation Set B,Hatterene,Life Orb,Magic Bounce,Water,212.0,0.0,44.0,252.0,0.0,0.0,Quiet,0 Atk / 0 Spe,Protect,Psychic,Dazzling Gleam,Trick Room
616,63.0,Regulation Set B,Kingambit,Chople Berry,Defiant,Flying,252.0,252.0,0.0,0.0,4.0,0.0,Brave,0 Spe,Protect,Kowtow Cleave,Iron Head,Sucker Punch
617,63.0,Regulation Set B,Torkoal,Charcoal,Drought,Fire,252.0,0.0,0.0,252.0,4.0,0.0,Quiet,0 Atk / 0 Spe,Eruption,Flamethrower,Earth Power,Clear Smog
618,64.0,Regulation Set B,Armarouge,Twisted Spoon,Flash Fire,Grass,252.0,0.0,0.0,252.0,4.0,0.0,Quiet,0 Atk / 0 Spe,Expanding Force,Heat Wave,Psychic,Trick Room
619,64.0,Regulation Set B,Indeedee-F,Psychic Seed,Psychic Surge,Fairy,252.0,0.0,228.0,0.0,28.0,0.0,Sassy,0 Atk,Psyshock,Helping Hand,Follow Me,Skill Swap
620,64.0,Regulation Set B,Iron Hands,Sitrus Berry,Quark Drive,Grass,244.0,4.0,92.0,0.0,164.0,0.0,Sassy,0 Spe,Drain Punch,Thunder Punch,Belly Drum,Detect
621,64.0,Regulation Set B,Amoonguss,Covert Cloak,Regenerator,Grass,228.0,0.0,124.0,0.0,156.0,0.0,Sassy,0 Atk,Pollen Puff,Rage Powder,Spore,Clear Smog
622,64.0,Regulation Set B,Flutter Mane,Focus Sash,Protosynthesis,Fairy,4.0,0.0,0.0,252.0,0.0,252.0,Timid,0 Atk,Dazzling Gleam,Shadow Ball,Moonblast,Protect
623,64.0,Regulation Set B,Roaring Moon,Booster Energy,Protosynthesis,Flying,4.0,236.0,12.0,0.0,4.0,252.0,Jolly,0 SpA,Acrobatics,Jaw Lock,Tailwind,Protect
