pokemon_id,team_id,regulation,game_name,pokemon_name,type1,type2,ability,teratype,nature,bst,hp,atk,def,sp_atk,sp_def,spd
219,37,Regulation Set A,Hydreigon,Hydreigon,Dark,Dragon,Levitate,Fire,Modest,600,92,105,90,125,90,98
220,37,Regulation Set A,Grimmsnarl,Grimmsnarl,Dark,Fairy,Prankster,Water,Careful,510,95,120,65,95,75,60
221,37,Regulation Set A,Annihilape,Annihilape,Fighting,Ghost,Defiant,Fire,Adamant,535,110,115,80,50,90,90
222,38,Regulation Set A,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Water,Timid,550,87,60,95,133,91,84
223,38,Regulation Set A,Pawmot,Pawmot,Electric,Fighting,Volt Absorb,Electric,Jolly,490,70,115,70,70,60,105
224,38,Regulation Set A,Dragonite,Dragonite,Dragon,Flying,Multiscale,Flying,Adamant,600,91,134,95,100,100,80
225,38,Regulation Set A,Talonflame,Talonflame,Fire,Flying,Gale Wings,Ghost,Jolly,499,78,81,71,74,69,126
226,38,Regulation Set A,Dondozo,Dondozo,Water,,Unaware,Flying,Jolly,530,150,100,115,65,65,35
228,39,Regulation Set A,Murkrow,Murkrow,Dark,Flying,Prankster,Steel,Bold,405,60,85,42,85,42,91
229,39,Regulation Set A,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
230,39,Regulation Set A,Garchomp,Garchomp,Dragon,Ground,Rough Skin,Fire,Jolly,600,108,130,95,80,85,102
231,39,Regulation Set A,Tauros-Paldea-Fire,Tauros (Blaze Breed),Fighting,Fire,Intimidate,Grass,Jolly,490,75,110,105,30,70,100
232,39,Regulation Set A,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Flying,Modest,550,87,60,95,133,91,84
233,39,Regulation Set A,Hydreigon,Hydreigon,Dark,Dragon,Levitate,Fire,Modest,600,92,105,90,125,90,98
234,40,Regulation Set A,Dragonite,Dragonite,Dragon,Flying,Inner Focus,Normal,Adamant,600,91,134,95,100,100,80
235,40,Regulation Set A,Arcanine,Arcanine,Fire,,Intimidate,Normal,Adamant,555,90,110,80,100,80,95
236,40,Regulation Set A,Gengar,Gengar,Ghost,Poison,Cursed Body,Grass,Timid,500,60,65,60,130,75,110
237,40,Regulation Set A,Azumarill,Azumarill,Water,Fairy,Huge Power,Steel,Adamant,420,100,50,80,60,80,50
238,40,Regulation Set A,Murkrow,Murkrow,Dark,Flying,Prankster,Dark,Calm,405,60,85,42,85,42,91
239,40,Regulation Set A,Hydreigon,Hydreigon,Dark,Dragon,Levitate,Fire,Modest,600,92,105,90,125,90,98
240,41,Regulation Set A,Amoonguss (M),Amoonguss,Grass,Poison,Regenerator,Dark,Calm,464,114,85,70,85,80,30
241,41,Regulation Set A,Mimikyu (M),Mimikyu,Ghost,Fairy,Disguise,Ghost,Adamant,476,55,90,80,50,105,96
242,41,Regulation Set A,Tauros-Paldea-Water,Tauros (Aqua Breed),Fighting,Water,Intimidate,Fire,Jolly,490,75,110,105,30,70,100
243,41,Regulation Set A,Salazzle,Salazzle,Poison,Fire,Oblivious,Fire,Timid,480,68,64,60,111,60,117
244,41,Regulation Set A,Baxcalibur (F),Baxcalibur,Dragon,Ice,Thermal Exchange,Fire,Adamant,600,115,145,92,75,86,87
245,41,Regulation Set A,Kingambit (F),Kingambit,Dark,Steel,Defiant,Water,Adamant,550,100,135,120,60,85,50
246,42,Regulation Set A,Indeedee-F,Indeedee (Female),Psychic,Normal,Psychic Surge,Steel,Bold,475,70,55,65,95,105,85
247,42,Regulation Set A,Murkrow (F),Murkrow,Dark,Flying,Prankster,Steel,Careful,405,60,85,42,85,42,91
248,42,Regulation Set A,Armarouge (M),Armarouge,Fire,Psychic,Flash Fire,Grass,Modest,525,85,60,100,125,80,75
249,42,Regulation Set A,Meowscarada,Meowscarada,Grass,Dark,Protean,None,Adamant,530,76,110,70,81,70,123
250,42,Regulation Set A,Annihilape (M),Annihilape,Fighting,Ghost,Vital Spirit,Fire,Careful,535,110,115,80,50,90,90
251,42,Regulation Set A,Maushold-Four,Maushold (Family of Four),Normal,,Friend Guard,Ghost,Timid,470,74,75,70,65,75,111
252,43,Regulation Set A,Grimmsnarl,Grimmsnarl,Dark,Fairy,Prankster,Water,Careful,510,95,120,65,95,75,60
253,43,Regulation Set A,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Relaxed,464,114,85,70,85,80,30
254,43,Regulation Set A,Azumarill,Azumarill,Water,Fairy,Huge Power,None,Adamant,420,100,50,80,60,80,50
255,43,Regulation Set A,Hydreigon,Hydreigon,Dark,Dragon,Levitate,Fire,Modest,600,92,105,90,125,90,98
256,43,Regulation Set A,Annihilape,Annihilape,Fighting,Ghost,Defiant,Fire,Adamant,535,110,115,80,50,90,90
257,43,Regulation Set A,Murkrow,Murkrow,Dark,Flying,Prankster,None,Bold,405,60,85,42,85,42,91
258,44,Regulation Set A,Corviknight,Corviknight,Flying,Steel,Mirror Armor,Fire,Adamant,495,98,87,105,53,85,67
259,44,Regulation Set A,Grimmsnarl,Grimmsnarl,Dark,Fairy,Prankster,Ghost,Careful,510,95,120,65,95,75,60
260,44,Regulation Set A,Garchomp,Garchomp,Dragon,Ground,Rough Skin,Fire,Jolly,600,108,130,95,80,85,102
261,44,Regulation Set A,Rotom-Wash,Rotom (Wash Rotom),Electric,Water,Levitate,Grass,Modest,520,50,65,107,105,107,86
262,44,Regulation Set A,Volcarona,Volcarona,Bug,Fire,Flame Body,Grass,Modest,550,85,60,65,135,105,100
263,44,Regulation Set A,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Fire,Bold,464,114,85,70,85,80,30
264,45,Regulation Set A,Dondozo (F),Dondozo,Water,,Unaware,Grass,Adamant,530,150,100,115,65,65,35
265,45,Regulation Set A,Arcanine (M),Arcanine,Fire,,Intimidate,Normal,Adamant,555,90,110,80,100,80,95
266,45,Regulation Set A,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,None,Modest,550,87,60,95,133,91,84
268,45,Regulation Set A,Sylveon (M),Sylveon,Fairy,,Pixilate,Fire,Quiet,525,95,65,65,110,130,60
269,45,Regulation Set A,Meowscarada (M),Meowscarada,Grass,Dark,Overgrow,None,Jolly,530,76,110,70,81,70,123
270,46,Regulation Set A,Dondozo,Dondozo,Water,,Unaware,Flying,Adamant,530,150,100,115,65,65,35
272,46,Regulation Set A,Talonflame,Talonflame,Fire,Flying,Gale Wings,Flying,Jolly,499,78,81,71,74,69,126
273,46,Regulation Set A,Hydreigon,Hydreigon,Dark,Dragon,Levitate,Fire,Timid,600,92,105,90,125,90,98
274,46,Regulation Set A,Meowscarada,Meowscarada,Grass,Dark,Overgrow,None,Jolly,530,76,110,70,81,70,123
275,46,Regulation Set A,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Water,Modest,550,87,60,95,133,91,84
276,47,Regulation Set A,Drednaw,Drednaw,Water,Rock,Swift Swim,None,Adamant,485,90,115,90,48,68,74
277,47,Regulation Set A,Pelipper,Pelipper,Water,Flying,Drizzle,Flying,Timid,440,60,50,100,95,70,65
278,47,Regulation Set A,Tsareena,Tsareena,Grass,,Queenly Majesty,Fairy,Jolly,510,72,120,98,50,98,72
279,47,Regulation Set A,Kingambit,Kingambit,Dark,Steel,Defiant,Flying,Adamant,550,100,135,120,60,85,50
281,47,Regulation Set A,Sableye,Sableye,Dark,Ghost,Prankster,None,Calm,380,50,75,75,65,65,50
282,48,Regulation Set A,Garchomp (M),Garchomp,Dragon,Ground,Rough Skin,Ground,Adamant,600,108,130,95,80,85,102
283,48,Regulation Set A,Hydreigon (M),Hydreigon,Dark,Dragon,Levitate,Poison,Timid,600,92,105,90,125,90,98
284,48,Regulation Set A,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Flying,Modest,550,87,60,95,133,91,84
285,48,Regulation Set A,Murkrow (M),Murkrow,Dark,Flying,Prankster,Ghost,Calm,405,60,85,42,85,42,91
286,48,Regulation Set A,Breloom (M),Breloom,Grass,Fighting,Technician,Ghost,Jolly,460,60,130,80,60,60,70
287,48,Regulation Set A,Maushold,Maushold (Family of Three),Normal,,Technician,None,Jolly,470,74,75,70,65,75,111
288,49,Regulation Set A,Kingambit (M),Kingambit,Dark,Steel,Defiant,Flying,Adamant,550,100,135,120,60,85,50
289,49,Regulation Set A,Torkoal (M),Torkoal,Fire,,Drought,None,Quiet,470,70,85,140,85,70,20
290,49,Regulation Set A,Lilligant,Lilligant,Grass,,Chlorophyll,Ground,Timid,480,70,60,75,110,75,90
291,49,Regulation Set A,Oranguru (M),Oranguru,Normal,Psychic,Inner Focus,Dark,Calm,490,90,60,80,90,110,60
292,49,Regulation Set A,Hariyama (M),Hariyama,Fighting,,Guts,Dark,Adamant,474,144,120,60,40,60,50
293,49,Regulation Set A,Sylveon (F),Sylveon,Fairy,,Pixilate,Ghost,Modest,525,95,65,65,110,130,60
294,50,Regulation Set A,Abomasnow (F),Abomasnow,Grass,Ice,Snow Warning,Ground,Timid,494,90,92,75,92,85,60
295,50,Regulation Set A,Cetitan (F),Cetitan,Ice,,Slush Rush,Water,Adamant,521,170,113,65,45,55,73
296,50,Regulation Set A,Kingambit (M),Kingambit,Dark,Steel,Defiant,Steel,Adamant,550,100,135,120,60,85,50
297,50,Regulation Set A,Skeledirge (M),Skeledirge,Fire,Ghost,Unaware,Fairy,Bold,530,104,75,100,110,75,66
298,50,Regulation Set A,Meowscarada (M),Meowscarada,Grass,Dark,Protean,None,Jolly,530,76,110,70,81,70,123
299,50,Regulation Set A,Hariyama (F),Hariyama,Fighting,,Guts,Normal,Adamant,474,144,120,60,40,60,50
300,51,Regulation Set A,Murkrow (F),Murkrow,Dark,Flying,Prankster,Ghost,Timid,405,60,85,42,85,42,91
301,51,Regulation Set A,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Water,Modest,550,87,60,95,133,91,84
302,51,Regulation Set A,Meowscarada (F),Meowscarada,Grass,Dark,Overgrow,None,Jolly,530,76,110,70,81,70,123
303,51,Regulation Set A,Hydreigon (M),Hydreigon,Dark,Dragon,Levitate,Fire,Modest,600,92,105,90,125,90,98
304,51,Regulation Set A,Hariyama (M),Hariyama,Fighting,,Guts,Steel,Brave,474,144,120,60,40,60,50
305,51,Regulation Set A,Armarouge (M),Armarouge,Fire,Psychic,Flash Fire,Dark,Modest,525,85,60,100,125,80,75
306,52,Regulation Set A,Murkrow (M),Murkrow,Dark,Flying,Prankster,Flying,Bold,405,60,85,42,85,42,91
307,52,Regulation Set A,Indeedee-F (F),Indeedee (Female),Psychic,Normal,Psychic Surge,None,Timid,475,70,55,65,95,105,85
308,52,Regulation Set A,Maushold-Four,Maushold (Family of Four),Normal,,Technician,None,Jolly,470,74,75,70,65,75,111
309,52,Regulation Set A,Hydreigon (F),Hydreigon,Dark,Dragon,Levitate,Fire,Timid,600,92,105,90,125,90,98
310,52,Regulation Set A,Armarouge (M),Armarouge,Fire,Psychic,Flash Fire,Grass,Modest,525,85,60,100,125,80,75
311,52,Regulation Set A,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,None,Modest,550,87,60,95,133,91,84
312,53,Regulation Set A,Hydreigon (M),Hydreigon,Dark,Dragon,Levitate,Electric,Timid,600,92,105,90,125,90,98
313,53,Regulation Set A,Farigiraf (F),Farigiraf,Normal,Psychic,Armor Tail,Fairy,Bold,520,120,90,70,110,70,60
314,53,Regulation Set A,Kingambit (F),Kingambit,Dark,Steel,Defiant,Fire,Brave,550,100,135,120,60,85,50
315,53,Regulation Set A,Annihilape (F),Annihilape,Fighting,Ghost,Vital Spirit,Steel,Adamant,535,110,115,80,50,90,90
316,53,Regulation Set A,Maushold-Four,Maushold (Family of Four),Normal,,Friend Guard,Grass,Jolly,470,74,75,70,65,75,111
317,53,Regulation Set A,Gengar (M),Gengar,Ghost,Poison,Cursed Body,Flying,Timid,500,60,65,60,130,75,110
318,54,Regulation Set A,Grimmsnarl,Grimmsnarl,Dark,Fairy,Prankster,Steel,Careful,510,95,120,65,95,75,60
319,54,Regulation Set A,Meowscarada (F),Meowscarada,Grass,Dark,Protean,None,Jolly,530,76,110,70,81,70,123
320,54,Regulation Set A,Garchomp (F),Garchomp,Dragon,Ground,Rough Skin,Ground,Jolly,600,108,130,95,80,85,102
321,54,Regulation Set A,Kilowattrel (F),Kilowattrel,Electric,Flying,Wind Power,None,Timid,490,70,70,60,105,60,125
322,54,Regulation Set A,Skeledirge (M),Skeledirge,Fire,Ghost,Unaware,Grass,Modest,530,104,75,100,110,75,66
323,54,Regulation Set A,Annihilape (F),Annihilape,Fighting,Ghost,Defiant,Fire,Adamant,535,110,115,80,50,90,90
324,55,Regulation Set A,Annihilape (F),Annihilape,Fighting,Ghost,Defiant,Fire,Adamant,535,110,115,80,50,90,90
325,55,Regulation Set A,Grimmsnarl,Grimmsnarl,Dark,Fairy,Prankster,Ghost,Impish,510,95,120,65,95,75,60
326,55,Regulation Set A,Talonflame (F),Talonflame,Fire,Flying,Gale Wings,Flying,Jolly,499,78,81,71,74,69,126
327,55,Regulation Set A,Garchomp (M),Garchomp,Dragon,Ground,Rough Skin,Ground,Jolly,600,108,130,95,80,85,102
328,55,Regulation Set A,Hydreigon (M),Hydreigon,Dark,Dragon,Levitate,Fire,Timid,600,92,105,90,125,90,98
329,55,Regulation Set A,Meowscarada (F),Meowscarada,Grass,Dark,Protean,None,Jolly,530,76,110,70,81,70,123
330,56,Regulation Set A,Talonflame (F),Talonflame,Fire,Flying,Gale Wings,None,Jolly,499,78,81,71,74,69,126
331,56,Regulation Set A,Sylveon (M),Sylveon,Fairy,,Pixilate,Fire,Modest,525,95,65,65,110,130,60
332,56,Regulation Set A,Meowscarada (F),Meowscarada,Grass,Dark,Overgrow,None,Jolly,530,76,110,70,81,70,123
333,56,Regulation Set A,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Water,Modest,550,87,60,95,133,91,84
334,56,Regulation Set A,Maushold-Four,Maushold (Family of Four),Normal,,Technician,None,Jolly,470,74,75,70,65,75,111
335,56,Regulation Set A,Annihilape (M),Annihilape,Fighting,Ghost,Defiant,None,Jolly,535,110,115,80,50,90,90
336,57,Regulation Set A,Rotom-Wash,Rotom (Wash Rotom),Electric,Water,Levitate,Grass,Bold,520,50,65,107,105,107,86
337,57,Regulation Set A,Sylveon (M),Sylveon,Fairy,,Pixilate,Fire,Modest,525,95,65,65,110,130,60
338,57,Regulation Set A,Hydreigon (F),Hydreigon,Dark,Dragon,Levitate,Steel,Timid,600,92,105,90,125,90,98
339,57,Regulation Set A,Meowscarada (M),Meowscarada,Grass,Dark,Overgrow,Grass,Jolly,530,76,110,70,81,70,123
340,57,Regulation Set A,Arcanine (M),Arcanine,Fire,,Intimidate,Normal,Jolly,555,90,110,80,100,80,95
341,57,Regulation Set A,Amoonguss (F),Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
342,58,Regulation Set A,Tyranitar (M),Tyranitar,Rock,Dark,Sand Stream,Flying,Adamant,600,100,134,110,95,100,61
343,58,Regulation Set A,Garchomp (M),Garchomp,Dragon,Ground,Sand Veil,Fire,Adamant,600,108,130,95,80,85,102
344,58,Regulation Set A,Dondozo (M),Dondozo,Water,,Unaware,Steel,Adamant,530,150,100,115,65,65,35
347,58,Regulation Set A,Rotom-Heat,Rotom (Heat Rotom),Electric,Fire,Levitate,Electric,Timid,520,50,65,107,105,107,86
348,59,Regulation Set A,Annihilape (F),Annihilape,Fighting,Ghost,Vital Spirit,Fire,Adamant,535,110,115,80,50,90,90
349,59,Regulation Set A,Arcanine (M),Arcanine,Fire,,Intimidate,Grass,Adamant,555,90,110,80,100,80,95
350,59,Regulation Set A,Maushold,Maushold (Family of Three),Normal,,Friend Guard,Ghost,Impish,470,74,75,70,65,75,111
351,59,Regulation Set A,Murkrow (M),Murkrow,Dark,Flying,Prankster,Dark,Bold,405,60,85,42,85,42,91
352,59,Regulation Set A,Kingambit (F),Kingambit,Dark,Steel,Defiant,Dark,Adamant,550,100,135,120,60,85,50
353,59,Regulation Set A,Hydreigon (M),Hydreigon,Dark,Dragon,Levitate,Fire,Modest,600,92,105,90,125,90,98
354,60,Regulation Set A,Kingambit (M),Kingambit,Dark,Steel,Defiant,Dark,Adamant,550,100,135,120,60,85,50
355,60,Regulation Set A,Hariyama (F),Hariyama,Fighting,,Guts,Dark,Brave,474,144,120,60,40,60,50
356,60,Regulation Set A,Torkoal (M),Torkoal,Fire,,Drought,Fire,Quiet,470,70,85,140,85,70,20
357,60,Regulation Set A,Meowscarada (F),Meowscarada,Grass,Dark,Overgrow,Grass,Jolly,530,76,110,70,81,70,123
358,60,Regulation Set A,Dragonite (F),Dragonite,Dragon,Flying,Inner Focus,Normal,Adamant,600,91,134,95,100,100,80
359,60,Regulation Set A,Farigiraf (F),Farigiraf,Normal,Psychic,Armor Tail,Normal,Modest,520,120,90,70,110,70,60
360,61,Regulation Set A,Murkrow (M),Murkrow,Dark,Flying,Prankster,Ghost,Timid,405,60,85,42,85,42,91
361,61,Regulation Set A,Meowscarada (M),Meowscarada,Grass,Dark,Overgrow,Dark,Adamant,530,76,110,70,81,70,123
362,61,Regulation Set A,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,None,Modest,550,87,60,95,133,91,84
363,61,Regulation Set A,Tyranitar (M),Tyranitar,Rock,Dark,Sand Stream,None,Adamant,600,100,134,110,95,100,61
364,61,Regulation Set A,Arcanine (M),Arcanine,Fire,,Intimidate,Grass,Adamant,555,90,110,80,100,80,95
365,61,Regulation Set A,Garchomp (M),Garchomp,Dragon,Ground,Sand Veil,Ground,Jolly,600,108,130,95,80,85,102
366,1,Regulation Set B,TT (Lilligant),Lilligant,Grass,,Chlorophyll,Ghost,Timid,480,70,60,75,110,75,90
367,1,Regulation Set B,Breakthrough (Torkoal) (F),Torkoal,Fire,,Drought,Fire,Quiet,470,70,85,140,85,70,20
368,1,Regulation Set B,FANCY (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Modest,570,55,55,55,135,135,135
369,1,Regulation Set B,HOT (Kingambit) (F),Kingambit,Dark,Steel,Defiant,Fire,Adamant,550,100,135,120,60,85,50
370,1,Regulation Set B,Espresso (Dragonite) (F),Dragonite,Dragon,Flying,Multiscale,Flying,Adamant,600,91,134,95,100,100,80
371,1,Regulation Set B,Trouble (Great Tusk),Great Tusk,Ground,Fighting,Protosynthesis,Steel,Jolly,570,115,131,131,53,53,87
372,2,Regulation Set B,Santiago (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Grass,Modest,570,55,55,55,135,135,135
373,2,Regulation Set B,Peralta (Kingambit),Kingambit,Dark,Steel,Defiant,Flying,Adamant,550,100,135,120,60,85,50
374,2,Regulation Set B,Boyle (Iron Bundle),Iron Bundle,Ice,Water,Quark Drive,Ghost,Timid,570,56,80,114,124,60,136
375,2,Regulation Set B,Cheddar (Arcanine),Arcanine,Fire,,Intimidate,Water,Jolly,555,90,110,80,100,80,95
376,2,Regulation Set B,Scully (Great Tusk),Great Tusk,Ground,Fighting,Protosynthesis,Ground,Jolly,570,115,131,131,53,53,87
377,2,Regulation Set B,Captain Holt (Corviknight),Corviknight,Flying,Steel,Mirror Armor,Dragon,Careful,495,98,87,105,53,85,67
378,3,Regulation Set B,Iron Jugulis,Iron Jugulis,Dark,Flying,Quark Drive,Steel,Timid,570,94,80,86,122,80,108
379,3,Regulation Set B,Great Tusk,Great Tusk,Ground,Fighting,Protosynthesis,Ground,Jolly,570,115,131,131,53,53,87
380,3,Regulation Set B,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Flying,Timid,570,56,80,114,124,60,136
381,3,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
382,3,Regulation Set B,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Steel,Modest,550,87,60,95,133,91,84
383,3,Regulation Set B,Gothitelle,Gothitelle,Psychic,,Shadow Tag,Steel,Calm,490,70,55,95,95,110,65
384,4,Regulation Set B,Indeedee-F,Indeedee (Female),Psychic,Normal,Psychic Surge,Grass,Relaxed,475,70,55,65,95,105,85
385,4,Regulation Set B,Armarouge,Armarouge,Fire,Psychic,Flash Fire,Dark,Quiet,525,85,60,100,125,80,75
386,4,Regulation Set B,Torkoal (M),Torkoal,Fire,,Drought,Fire,Quiet,470,70,85,140,85,70,20
387,4,Regulation Set B,Hatterene,Hatterene,Psychic,Fairy,Magic Bounce,Fire,Quiet,510,57,90,95,136,103,29
388,4,Regulation Set B,Kingambit (M),Kingambit,Dark,Steel,Defiant,Dark,Brave,550,100,135,120,60,85,50
389,4,Regulation Set B,Annihilape (M),Annihilape,Fighting,Ghost,Defiant,Grass,Jolly,535,110,115,80,50,90,90
390,5,Regulation Set B,Maradona (Iron Hands),Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
391,5,Regulation Set B,Shrom41Mor (Amoonguss) (F),Amoonguss,Grass,Poison,Regenerator,Steel,Calm,464,114,85,70,85,80,30
392,5,Regulation Set B,Beaker (Pelipper) (F),Pelipper,Water,Flying,Drizzle,Flying,Modest,440,60,50,100,95,70,65
393,5,Regulation Set B,Torqoise (Palafin) (F),Palafin (Hero Form),Water,,Zero to Hero,Water,Adamant,650,100,160,97,106,87,100
394,5,Regulation Set B,BlockBuster (Baxcalibur) (F),Baxcalibur,Dragon,Ice,Thermal Exchange,Poison,Adamant,600,115,145,92,75,86,87
395,5,Regulation Set B,ShiningArmor (Dragonite) (F),Dragonite,Dragon,Flying,Multiscale,Flying,Adamant,600,91,134,95,100,100,80
396,7,Regulation Set B,Abomasnow (F),Abomasnow,Grass,Ice,Snow Warning,Ghost,Modest,494,90,92,75,92,85,60
397,7,Regulation Set B,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Water,Timid,570,56,80,114,124,60,136
398,7,Regulation Set B,Palafin (F),Palafin (Hero Form),Water,,Zero to Hero,Grass,Careful,650,100,160,97,106,87,100
399,7,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Modest,570,55,55,55,135,135,135
400,7,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
401,7,Regulation Set B,Garganacl (F),Garganacl,Rock,,Purifying Salt,Water,Impish,500,100,100,130,45,90,35
402,8,Regulation Set B,Annihilape,Annihilape,Fighting,Ghost,Defiant,Steel,Adamant,535,110,115,80,50,90,90
403,8,Regulation Set B,Maushold-Four,Maushold (Family of Four),Normal,,Friend Guard,Flying,Calm,470,74,75,70,65,75,111
404,8,Regulation Set B,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ice,Timid,570,56,80,114,124,60,136
405,8,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
406,8,Regulation Set B,Dondozo,Dondozo,Water,,Unaware,Steel,Adamant,530,150,100,115,65,65,35
407,8,Regulation Set B,Great Tusk,Great Tusk,Ground,Fighting,Protosynthesis,Ground,Jolly,570,115,131,131,53,53,87
408,9,Regulation Set B,Dragonite,Dragonite,Dragon,Flying,Inner Focus,Normal,Adamant,600,91,134,95,100,100,80
409,9,Regulation Set B,Volcarona,Volcarona,Bug,Fire,Flame Body,Grass,Modest,550,85,60,65,135,105,100
410,9,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Electric,Adamant,570,154,140,108,50,68,50
411,9,Regulation Set B,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Dark,Relaxed,464,114,85,70,85,80,30
412,9,Regulation Set B,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Water,Timid,570,56,80,114,124,60,136
413,9,Regulation Set B,Sableye,Sableye,Dark,Ghost,Prankster,Ghost,Careful,380,50,75,75,65,65,50
414,10,Regulation Set B,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ice,Timid,570,56,80,114,124,60,136
415,10,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
416,10,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
417,10,Regulation Set B,Baxcalibur,Baxcalibur,Dragon,Ice,Thermal Exchange,Water,Adamant,600,115,145,92,75,86,87
418,10,Regulation Set B,Arcanine,Arcanine,Fire,,Intimidate,Dark,Jolly,555,90,110,80,100,80,95
419,10,Regulation Set B,Garganacl,Garganacl,Rock,,Purifying Salt,Ghost,Relaxed,500,100,100,130,45,90,35
420,11,Regulation Set B,Baxcalibur,Baxcalibur,Dragon,Ice,Thermal Exchange,Water,Adamant,600,115,145,92,75,86,87
421,11,Regulation Set B,Tauros-Paldea-Aqua,Tauros (Aqua Breed),Fighting,Water,Intimidate,Steel,Jolly,490,75,110,105,30,70,100
422,11,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
423,11,Regulation Set B,Skeledirge,Skeledirge,Fire,Ghost,Unaware,Grass,Modest,530,104,75,100,110,75,66
424,11,Regulation Set B,Kingambit,Kingambit,Dark,Steel,Defiant,Flying,Adamant,550,100,135,120,60,85,50
425,11,Regulation Set B,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Relaxed,464,114,85,70,85,80,30
426,12,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Grass,Timid,570,55,55,55,135,135,135
427,12,Regulation Set B,Arcanine,Arcanine,Fire,,Intimidate,Normal,Careful,555,90,110,80,100,80,95
428,12,Regulation Set B,Gothitelle,Gothitelle,Psychic,,Shadow Tag,Steel,Calm,490,70,55,95,95,110,65
429,12,Regulation Set B,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Dark,Calm,464,114,85,70,85,80,30
430,12,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
431,12,Regulation Set B,Palafin,Palafin (Hero Form),Water,,Zero to Hero,Water,Adamant,650,100,160,97,106,87,100
432,13,Regulation Set B,Baxcalibur (F),Baxcalibur,Dragon,Ice,Thermal Exchange,Water,Adamant,600,115,145,92,75,86,87
433,13,Regulation Set B,Volcarona (F),Volcarona,Bug,Fire,Flame Body,Water,Timid,550,85,60,65,135,105,100
434,13,Regulation Set B,Meowscarada (M),Meowscarada,Grass,Dark,Overgrow,Grass,Adamant,530,76,110,70,81,70,123
435,13,Regulation Set B,Mimikyu (M),Mimikyu,Ghost,Fairy,Disguise,Fairy,Adamant,476,55,90,80,50,105,96
436,13,Regulation Set B,Sandy Shocks,Sandy Shocks,Electric,Ground,Protosynthesis,Grass,Timid,570,85,81,97,121,85,101
437,13,Regulation Set B,Garganacl (F),Garganacl,Rock,,Purifying Salt,Poison,Careful,500,100,100,130,45,90,35
438,14,Regulation Set B,grime (Grimmsnarl),Grimmsnarl,Dark,Fairy,Prankster,Ghost,Careful,510,95,120,65,95,75,60
439,14,Regulation Set B,soul (Arcanine),Arcanine,Fire,,Intimidate,Grass,Adamant,555,90,110,80,100,80,95
440,14,Regulation Set B,trap (Iron Hands),Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
441,14,Regulation Set B,blues (Gastrodon-East),Gastrodon,Water,Ground,Storm Drain,Fire,Modest,475,111,83,68,92,82,39
442,14,Regulation Set B,ambient (Sylveon),Sylveon,Fairy,,Pixilate,Fire,Modest,525,95,65,65,110,130,60
